avg_framerate,avg_frametime,max_frametime,min_frametime,stdev_frametime,entropy_framerate,AppMotionToPhotonLatency,label
81,12.5422,28.876,4.946,12.2279746,19.70903302,0.0328838,0
79,13.351,79.576,5.705,40.62252368,21.49839706,0.0329152,0
25,40.64,109.59,7.883,51.91569672,93.54890472,0.0328718,0
27,37.36111,76.097,9.713,33.34597081,84.04845366,0.0328086,0
32,31.536,58.096,12.326,22.98314817,67.62288061,0.0328189,0
80,12.509,30.583,4.92,13.18365128,19.63626096,0.0328363,0
79,12.664,31.417,5.002,13.59002991,19.97647655,0.0329165,0
80,12.649,31.849,4.747,13.93795781,19.94350071,0.0328478,0
80,12.51,30.191,4.866,12.98976598,19.63845209,0.0328567,0
79,12.666,32.061,4.277,14.25068421,19.98087416,0.0329232,0
80,12.5,29.143,4.979,12.36563643,19.61654302,0.0331405,0
80,12.499,30.462,4.064,13.48253808,19.61435239,0.0331001,0
79,12.651,35.545,4.35,16.15637058,19.94789685,0.0330271,0
79,12.654,35.577,5.299,15.79196651,19.95449143,0.0325752,0
64,15.7679,102.166,5.145,53.21427147,27.02029884,0.033144,0
80,12.5289,30.218,4.51,13.15363245,19.67987379,0.0331856,0
80,12.5,31.348,4.62,13.7339451,19.61654302,0.0332361,0
80,12.5,29.696,4.534,12.86005324,19.61654302,0.033179,0
79,12.655,33.4,4.991,14.6978638,19.95668972,0.0331333,0
81,12.4788,31.787,4.274,14.12498082,19.57011224,0.0330753,0
79,12.856,29.944,3.572,13.37706236,20.39953774,0.0330129,0
75,13.347,33.224,6.094,14.04598423,21.48947111,0.0331283,0
78,12.84,33.781,7.005,14.08028694,20.36421422,0.0331834,0
79,12.68,31.668,4.972,13.73944337,20.01166294,0.0331108,0
78,12.817,36.137,6.877,15.46638074,20.31345837,0.0331082,0
78,12.84,33.469,6.282,14.18741211,20.36421422,0.0330973,0
66,15.317,97.556,4.627,50.84835012,25.97150899,0.0330568,0
78,12.834,31.691,5.603,13.46883782,20.3509711,0.0330105,0
80,12.518,30.11,5.015,12.88107461,19.65598292,0.0330527,0
79,12.68,32.363,4.39,14.36798129,20.01166294,0.0331562,0
45,22.537,108.82,5.012,55.56974983,43.62164231,0.03313,0
46,21.766,45.419,4.758,20.42079575,41.65856813,0.0330357,0
77,13.122,34.0122,4.851,15.02878063,20.98859228,0.0330667,0
78,12.853,34.511,6.883,14.53740146,20.39291364,0.0330703,0
80,12.633,31.959,5.172,13.82452028,19.90833867,0.033256,0
78,12.823,32.916,6.241,13.89608457,20.32669656,0.0331912,0
78,12.826,32.701,5.555,14.05221443,20.33331631,0.0331611,0
78,12.833,31.695,5.577,13.48192929,20.34876408,0.0331515,0
79,12.66,32.919,5.581,14.18864315,19.96768191,0.033135,0
79,12.788,32.066,5.708,13.64130888,20.24949842,0.0330664,0
79,12.6798,29.478,5.102,12.47525519,20.01122304,0.03296,0
80,12.507,31.106,4.378,13.70151711,19.63187885,0.0329458,0
67,15.341,201.92,4.795,110.8912433,26.02712711,0.0330007,0
58,17.431,201.92,6.011,109.9597986,30.95624838,0.0330334,0
79,12.675,31.584,4.85,13.74462114,20.00066585,0.0329512,0
78,12.82,32.62,5.318,14.10507715,20.32007725,0.0329044,0
79,12.6599,30.875,5.312,13.16085402,19.96746206,0.0329468,0
79,12.676,33.324,4.994,14.65117702,20.00286517,0.0329168,0
80,12.499,30.859,4.47,13.52734121,19.61435239,0.0329518,0
80,12.498,31.617,5.171,13.6541325,19.61216181,0.032882,0
80,12.504,30.448,4.038,13.48547609,19.62530606,0.0329071,0
80,12.511,30.028,3.872,13.3267522,19.64064327,0.032806,0
79,12.6588,33.412,3.891,15.16057974,19.96504368,0.0330257,0
80,12.522,29.766,4.094,13.08585944,19.66474953,0.0329172,0
79,12.657,33.882,4.19,15.29599936,19.96108645,0.0328287,0
66,15.321,117.938,4.429,62.62743998,25.98077706,0.0328322,0
80,12.5069,29.924,4.765,12.88582987,19.63165975,0.0329322,0
35,29.324,108.706,8.476,52.88697686,61.55464922,0.0328039,0
20,72.129,35.262,35.262,21.28517237,191.7444367,0.0327929,0
23,43.8999,86.054,10.183,38.01360751,103.1574807,0.0328281,0
68,15.376,79.16,4.691,40.26619724,26.10827868,0.0327045,0
80,12.506,30.331,5.135,12.95441162,19.62968787,0.0326981,0
80,12.521,29.263,4.406,12.67555546,19.6625578,0.0326538,0
80,12.505,29.573,4.16,12.95361094,19.62749694,0.0324113,0
80,12.512,29.253,3.803,12.93451624,19.6428345,0.032596,0
80,12.5,29.112,3.926,12.80499002,19.61654302,0.0325936,0
79,12.763,31.738,7.296,12.82802971,20.19439333,0.0325724,0
79,12.812,32.359,6.407,13.51921804,20.30242789,0.0326001,0
80,12.542,30.088,4.398,13.12861348,19.70859447,0.0325079,0
80,12.518,29.049,4.468,12.53197259,19.65598292,0.0325182,0
79,12.662,32.688,4.532,14.49078967,19.97207913,0.0325601,0
79,12.768,31.069,5.958,12.98630703,20.20541192,0.0324937,0
68,14.968,103.003,4.433,54.12515181,25.16538802,0.0324516,0
79,12.7769,31.86,4.236,14.14329673,20.22502801,0.0324296,0
79,12.66,30.482,4.033,13.48825671,19.96768191,0.0323232,0
80,12.654,32.483,4.351,14.45417168,19.95449143,0.0324445,0
79,12.669,30.807,4.638,13.40584801,19.98747095,0.0324076,0
79,12.668,32.308,4.43,14.32234343,19.98527197,0.0323105,0
79,12.654,33.363,3.929,15.11813845,19.95449143,0.0323882,0
81,12.489,30.447,3.942,13.52809421,19.59244879,0.0323455,0
80,12.514,29.85,3.521,13.3829941,19.64721711,0.0323614,0
79,12.651,34.324,3.942,15.64518847,19.94789685,0.0322969,0
80,12.493,31.4,3.539,14.2237131,19.60120963,0.0324483,0
80,12.504,31.605,3.71,14.2613327,19.62530606,0.0323251,0
68,14.925,108.626,3.745,57.59758959,25.06641403,0.0323106,0
19,52.667,99.689,12.96,43.41588376,129.7169719,0.0323434,0
20,51.926,80.465,18.776,30.87320775,127.4347599,0.0323645,0
21,48.936,67.536,13.853,27.25998709,118.2935722,0.0324003,0
45,22.466,68.377,7.066,31.89571194,43.44017256,0.0323676,0
80,12.509,30.112,4.3,13.18782667,19.63626096,0.0323362,0
80,12.5,29.494,4.528,12.7517971,19.61654302,0.0323523,0
80,12.509,30.004,4.989,12.8346903,19.63626096,0.0322679,0
80,12.59,29.513,4.338,12.83396573,19.81390311,0.0323566,0
79,12.697,30.639,4.414,13.40568336,20.04906223,0.0323413,0
81,12.482,30.253,4.597,13.14161331,19.57711923,0.0322792,0
80,12.646,30.099,5.494,12.65677907,19.93690687,0.0323354,0
79,12.726,30.569,4.194,13.45862981,20.11289365,0.0323309,0
80,12.597,30.433,5.989,12.64448296,19.82927013,0.0323343,0
80,12.55,29.471,4.006,12.96010804,19.72613799,0.0323573,0
65,15.52,133.558,6.388,70.93256395,26.44267899,0.0323459,0
79,12.684,30.11,5.43,12.68456012,20.0204615,0.0321742,0
79,12.691,32.29,5.02,14.06306002,20.03586087,0.0322785,0
80,12.532,30.382,4.505,13.24559271,19.68666952,0.0324123,0
80,12.495,29.818,4.445,12.96583946,19.60559035,0.0324657,0
78,12.819,32.936,6.536,13.79087729,20.31787091,0.032414,0
79,12.845,30.594,6.313,12.56490474,20.37525149,0.0323319,0
80,12.644,33.118,5.905,14.17242726,19.93251122,0.0324255,0
80,12.509,29.691,5.014,12.65141941,19.63626096,0.0323911,0
79,12.687,32.271,4.517,14.26280987,20.02706094,0.0322808,0
79,12.795,30.88,5.865,12.91538069,20.2649333,0.0322348,0
79,12.675,30.021,5.136,12.76050849,20.00066585,0.032327,0
67,15.346,106.234,6.578,55.17974372,26.03871716,0.0323796,0
74,13.59,50.115,5.802,23.65858033,22.03306626,0.0323189,0
47,22.162,109.792,5.328,56.08791871,42.66475725,0.0322619,0
20,50.001,66.078,34.402,15.83860109,121.5368799,0.0322921,0
19,52.81,94.013,8.135,42.95069599,130.1581473,0.032306,0
21,49.264,74.658,10.63,32.24134503,119.2909298,0.0323068,0
42,24.087,104.025,4.479,52.73196947,47.61720817,0.0323453,0
81,12.488,31.361,4.662,13.72511692,19.5902587,0.0323033,0
79,12.678,30.536,5.076,13.06974986,20.00726396,0.0323058,0
79,12.668,30.489,5.057,13.05310937,19.98527197,0.0322768,0
79,12.668,30.077,5.238,12.74920979,19.98527197,0.0322122,0
74,13.682,35.347,5.96,15.23481363,22.23957901,0.0321405,0
80,12.556,29.381,4.377,12.74870374,19.73929772,0.0322292,0
78,12.837,30.634,6.625,12.46163602,20.35759244,0.0321437,0
64,15.644,124.796,5.59,66.11267208,26.73130032,0.0322056,0
80,12.517,30.011,5.313,12.70123915,19.6537914,0.0322761,0
80,12.531,29.999,4.651,12.9727055,19.6844773,0.0324006,0
80,12.577,32.883,4.128,14.77931698,19.78537077,0.0323498,0
78,12.826,35.653,6.906,15.17952754,20.33331631,0.032276,0
80,12.543,30.752,4.313,13.52972839,19.71078724,0.032244,0
79,12.785,30.981,7.349,12.37683277,20.24288421,0.0322275,0
80,12.638,30.089,4.969,12.87352168,19.91932546,0.0321034,0
79,12.66,28.809,5.325,12.01450985,19.96768191,0.0445873,0
78,12.836,32.002,6.663,13.21303905,20.35538528,0.0311008,0
78,12.817,29.125,6.274,11.76810601,20.31345837,0.0436017,0
79,12.811,31.687,6.444,13.12790358,20.30022193,0.0315814,0
58,17.426,208.519,6.011,113.7660809,30.94426249,0.0318985,0
79,12.673,30.896,5.894,12.93014935,19.99626735,0.0320458,0
80,12.538,30.276,5.346,12.83138345,19.69982389,0.0321414,0
81,12.487,29.586,5.08,12.5683696,19.58806867,0.0324567,0
79,12.677,30.383,5.039,13.00102442,20.00506454,0.032624,0
73,13.864,109.129,5.255,57.64740957,22.64924497,0.0326427,0
20,50.1,109.129,11.04,49.38211276,121.8390911,0.0327851,0
20,50.859,94.149,8.878,42.63717451,124.1600645,0.0329052,0
20,50.007,68.682,32.883,17.90509891,121.5551923,0.0329256,0
74,13.885,68.372,4.446,34.50715232,22.69661001,0.0329402,0
80,12.514,29.326,3.624,13.05289398,19.64721711,0.0329874,0
80,12.506,28.06,3.843,12.27081615,19.62968787,0.0330966,0
81,12.489,30.687,4.759,13.31153189,19.59244879,0.0331762,0
79,12.657,34.764,4.894,15.4983898,19.96108645,0.0333284,0
79,12.67,34.437,4.562,15.44915088,19.98966998,0.0333163,0
63,15.05,148.096,4.29,80.10116661,25.35434169,0.0332708,0
80,12.527,29.358,4.29,12.77716292,19.67570891,0.0332561,0
80,12.49,30.501,3.523,13.7393334,19.59463893,0.0332158,0
80,12.511,28.96,3.658,12.83962885,19.64064327,0.033245,0
80,12.652,30.057,3.818,13.35077215,19.950095,0.033254,0
80,12.495,30.56,3.834,13.63595872,19.60559035,0.0331264,0
81,12.496,29.476,4.456,12.77342554,19.60778079,0.0332602,0
80,12.515,31.104,4.258,13.75037385,19.64940849,0.0332591,0
80,12.495,29.039,4.122,12.67982619,19.60559035,0.033213,0
80,12.495,30.556,4.173,13.48776046,19.60559035,0.0331559,0
63,16.09,41.943,4.66,19.10080538,27.7744204,0.0331523,0
40,25.176,42.815,7.762,17.52662035,50.46173898,0.0331375,0
57,17.634,39.395,5.196,17.30999984,31.44362492,0.0332372,0
33,30.452,137.439,8.239,69.07999655,64.63663491,0.0332353,0
37,27.215,112.968,7.956,55.90469007,55.86550023,0.033181,0
62,16.31,41.107,4.529,18.67098129,28.29180649,0.0331428,0
48,20.909,42.73,6.4,18.28722697,39.49647054,0.0331557,0
71,14.199,46.328,5.485,21.51107113,23.40716743,0.0330956,0
79,12.666,32.095,5.059,13.94212912,19.98087416,0.0330355,0
79,12.685,30.003,4.7,12.93519204,20.02266127,0.0327855,0
80,12.506,30.371,4.081,13.42449844,19.62968787,0.0331718,0
44,23.07,109.4,5.249,55.70440997,44.98835116,0.0332466,0
23,43.527,55.448,32.453,11.50009958,102.0505187,0.0331523,0
22,45.552,87.818,23.346,32.75199733,108.0852267,0.0330914,0
23,44.638,64.526,23.945,20.29183068,105.3543345,0.0331289,0
45,22.212,64.526,5.276,30.51738628,42.79211558,0.0331905,0
80,12.519,30.454,4.181,13.42545467,19.6581745,0.0330958,0
79,12.659,33.928,3.722,15.51688739,19.96548338,0.0330548,0
80,12.52,30.128,3.255,13.65064112,19.66036613,0.0330359,0
80,12.498,30.264,4.244,13.29661406,19.61216181,0.0330331,0
80,12.62,37.882,3.737,17.71514116,19.87977878,0.0329751,0
80,12.497,28.957,3.985,12.695055,19.60997127,0.0329579,0
80,12.529,28.877,5.062,12.18036273,19.680093,0.0329973,0
80,12.517,29.51,4.099,12.94439193,19.6537914,0.0329778,0
81,12.485,30.021,3.636,13.42872743,19.58368874,0.0328856,0
64,16.012,237.013,3.65,131.3091459,27.59143101,0.0328975,0
56,18.039,237.013,4.043,130.6525428,32.42029901,0.0328877,0
79,12.817,33.67,4.905,14.85974752,20.31345837,0.0328508,0
81,12.341,30.197,5.138,12.90137865,19.26885934,0.032804,0
80,12.522,29.212,4.988,12.39703884,19.66474953,0.0328098,0
78,12.905,32.389,8.433,12.73783718,20.50779292,0.0327368,0
78,12.838,31.907,6.568,13.19725086,20.35979966,0.0327722,0
78,12.865,31.15,6.534,12.78260695,20.41941266,0.0327711,0
80,12.498,32.015,4.56,14.12858897,19.61216181,0.032768,0
80,12.622,29.989,5.149,12.74417526,19.88417207,0.0328403,0
80,12.529,29.423,5.223,12.41252641,19.680093,0.0327357,0
79,12.81,31.631,4.638,13.84216791,20.29801603,0.0326754,0
80,12.516,29.762,5.392,12.5304482,19.65159992,0.0326102,0
61,16.557,156.297,6.899,83.60652583,28.87488595,0.0326601,0
79,12.688,30.306,5.981,12.56372688,20.02926085,0.0326599,0
60,17.143,132.836,5.953,70.2488221,30.26732236,0.0315741,0
26,39.473,63.702,22.016,20.93447669,90.14801039,0.0321815,0
26,39.871,55.217,21.4,16.93254778,91.30549232,0.0326656,0
25,40.17,75.61,10.504,32.59564488,92.17668309,0.0323318,0
63,15.959,55.227,5.417,26.24927202,27.4672267,0.0329314,0
79,12.684,28.22,5.756,11.50359202,20.0204615,0.0327755,0
79,12.776,34.61,6.382,14.80105163,20.22304419,0.0327975,0
77,13.01,31.98,6.086,13.40585638,20.740157,0.0328387,0
78,12.873,32.276,7.537,13.01900807,20.43708254,0.0329022,0
78,12.817,32.276,6.073,13.60595106,20.31345837,0.0328718,0
78,12.83,32.433,5.451,13.94486509,20.34214332,0.0327987,0
78,12.819,32.629,5.936,13.85837916,20.31787091,0.0327987,0
80,12.507,29.437,4.706,12.64319884,19.63187885,0.0327379,0
81,12.482,29.385,5.665,12.21216127,19.57711923,0.0326523,0
79,12.785,30.699,6.702,12.47511051,20.24288421,0.0326167,0
80,12.507,29.564,5.598,12.33588725,19.63187885,0.0325745,0
62,16.13,142.804,5.261,76.46623905,27.86835233,0.032603,0
79,12.697,33.389,4.971,14.69372124,20.04906223,0.0325449,0
80,12.51,29.316,4.201,12.79481889,19.63845209,0.0325571,0
80,12.64,30.483,4.468,13.30372415,19.92372051,0.0325597,0
80,12.626,30.431,3.78,13.57415155,19.89295923,0.0324976,0
79,12.684,33.19,5.025,14.56264366,20.0204615,0.0323991,0
79,12.686,32.113,4.934,14.00118968,20.02486108,0.0324975,0
80,12.577,29.736,3.626,13.26828161,19.78537077,0.0326066,0
51,18.016,40.682,6.921,17.20780686,32.36468105,0.0325465,0
54,18.64,41.627,8.169,17.11471966,33.88001141,0.0324845,0
79,12.655,30.776,6.479,12.62839279,19.95668972,0.0324959,0
78,12.817,31.112,7.02,12.57468819,20.31345837,0.0324842,0
78,14.264,124.089,7.446,65.46450081,23.55479954,0.0324496,0
46,22.037,124.089,8.396,63.22652112,42.34666843,0.0324427,0
26,39.432,52.965,22.37,15.33138371,90.02891354,0.0324527,0
25,40.606,83.564,12.927,35.59284238,93.44952383,0.032418,0
26,39.164,53.837,21.144,16.37502966,89.25108048,0.0324137,0
41,24.675,53.7,4.429,24.76550889,49.14938444,0.0323974,0
80,12.508,30.386,4.036,13.45189062,19.63406988,0.0325682,0
80,12.505,31.51,4.15,14.02120804,19.62749694,0.0325708,0
79,12.658,33.14,4.185,14.88677309,19.96328489,0.032498,0
79,12.67,30.765,4.215,13.5635452,19.98966998,0.0323949,0
80,12.494,30.974,4.197,13.70740881,19.60339997,0.0324027,0
80,12.494,30.976,4.197,13.70850936,19.60339997,0.0323818,0
80,12.5,29.708,4.13,13.04100104,19.61654302,0.0323407,0
62,16.294,152.495,7.08,81.4259709,28.25411594,0.0322902,0
80,12.525,28.737,4.784,12.22359899,19.67132501,0.0323435,0
80,12.502,30.611,5.14,13.10792868,19.62092444,0.0324108,0
80,12.651,31.025,5.227,13.2806655,19.94789685,0.032367,0
79,12.655,31.025,4.568,13.55746607,19.95668972,0.0323017,0
78,12.852,32.234,5.285,13.89946051,20.3907057,0.0322687,0
80,12.5,28.396,3.825,12.46108932,19.61654302,0.0322057,0
80,12.513,30.932,4.408,13.59211268,19.64502578,0.0323063,0
80,12.516,30.834,4.224,13.61615761,19.65159992,0.0322883,0
80,12.512,30.467,4.217,13.41797023,19.6428345,0.0322567,0
80,12.534,29.619,4.265,12.92993234,19.69105411,0.0323195,0
79,12.745,29.17,4.252,12.66766486,20.1547365,0.0323463,0
64,15.763,138.129,4.941,73.9702609,27.008858,0.0322553,0
79,12.678,30.534,5.461,12.90721474,20.00726396,0.0322512,0
78,12.819,31.365,8.079,12.30622818,20.31787091,0.0322419,0
79,12.795,31.223,7.737,12.36100551,20.2649333,0.0322302,0
78,12.847,32.254,7.397,13.06525034,20.37966674,0.0321169,0
54,18.769,114.209,7.734,58.54839942,34.19491037,0.0321666,0
20,49.984,66.566,33.885,16.34109485,121.4849973,0.0321703,0
20,50.796,66.273,35.276,15.49850497,123.9671452,0.0322121,0
20,51.894,99.438,13.8,42.90581121,127.3363502,0.0322458,0
28,36.152,67.458,11.929,27.83968752,80.58943815,0.0322506,0
79,12.68,29.451,4.576,12.68665232,20.01166294,0.0324891,0
78,12.828,32.462,5.955,13.75592681,20.33772971,0.0324793,0
79,12.66,32.348,5.341,13.96760033,19.96768191,0.0324092,0
79,12.662,33.587,4.675,14.93068171,19.97207913,0.0324323,0
80,12.58,30.79,4.164,13.60990468,19.79195442,0.0324714,0
78,12.902,31.307,6.054,13.05981839,20.50116172,0.0324832,0
79,12.783,33.414,5.731,14.38585737,20.23847497,0.0324803,0
78,12.827,32.577,5.758,13.90019198,20.33552299,0.0325537,0
78,12.835,30.845,5.986,12.84029323,20.35317816,0.0325202,0
79,12.765,32.459,6.679,13.47529488,20.19880062,0.032627,0
61,16.418,133.187,5.689,70.71757302,28.54647233,0.0326076,0
80,12.521,30.628,5.567,12.93751191,19.6625578,0.0326815,0
79,12.692,34.139,5.614,14.85343685,20.03806097,0.032622,0
79,12.681,32.779,3.942,14.78666231,20.01386251,0.0326262,0
80,12.652,32.54,3.633,14.7901406,19.950095,0.0325876,0
80,12.511,31.33,3.996,13.98694357,19.64064327,0.0325521,0
80,12.615,31.317,3.931,13.9950566,19.86879642,0.0325262,0
80,12.511,30.488,5.957,12.70103281,19.64064327,0.0325472,0
80,12.534,31.318,5.376,13.39815276,19.69105411,0.0325214,0
79,12.747,32.262,7.452,13.06654985,20.15914203,0.0325374,0
78,12.838,31.265,5.776,13.16001073,20.35979966,0.0325458,0
78,12.87,31.643,6.3,13.15204723,20.43045597,0.0322909,0
64,15.776,124.72,5.518,66.0594915,27.03921333,0.0324941,0
79,12.697,31.618,4.084,14.08491608,20.04906223,0.0319885,0
79,12.659,31.205,5.416,13.30092532,19.96548338,0.0328682,0
29,34.886,129.791,10.102,63.17523566,76.99461866,0.0330479,0
20,49.993,68.337,32.978,17.68366215,121.5124641,0.0329941,0
20,49.995,68.337,32.978,17.68363714,121.518568,0.033239,0
20,51.198,109.155,13.794,48.04822818,125.1989847,0.0331242,0
65,15.416,59.047,4.146,28.9965425,26.20108394,0.0330955,0
80,12.543,29.936,3.934,13.24597633,19.71078724,0.0330483,0
80,12.5,28.823,3.515,12.83007806,19.61654302,0.0329889,0
80,12.505,30.245,3.677,13.53082781,19.62749694,0.0329811,0
81,12.349,29.341,4.082,12.87820144,19.28632259,0.0328468,0
80,12.654,32.133,3.992,14.41282742,19.95449143,0.0328317,0
80,12.508,30.297,4.33,13.27662918,19.63406988,0.0330371,0
81,12.577,30.193,5.547,12.69625714,19.78537077,0.0331391,0
81,12.342,30.192,5.351,12.80996918,19.27104207,0.0331137,0
54,18.713,235.77,4.917,129.4843481,34.05814216,0.0330437,0
80,12.525,30.867,4.53,13.50300311,19.67132501,0.0331201,0
80,12.634,31.848,3.947,14.277649,19.91053593,0.033086,0
78,12.833,33.498,6.043,14.29990297,20.34876408,0.032981,0
78,12.849,33.956,5.453,14.79091655,20.38408218,0.0329005,0
79,12.819,33.941,5.671,14.69935196,20.31787091,0.0328717,0
79,12.69,30.891,4.662,13.4392809,20.03366081,0.0330774,0
80,12.634,31.566,4.885,13.72554423,19.91053593,0.0330305,0
80,12.509,30.015,4.154,13.19758426,19.63626096,0.0329268,0
78,12.816,32.999,6.25,13.94019874,20.31125218,0.0330811,0
80,12.644,30.915,5.766,12.99749031,19.93251122,0.0331161,0
79,12.66,30.936,6.502,12.70796008,19.96768191,0.0329868,0
63,16.0512,131.89,5.429,70.14727749,27.68336547,0.0331042,0
79,12.653,30.839,5.512,13.05872254,19.95229319,0.0330769,0
79,12.683,31.326,5.091,13.49984653,20.01826179,0.0330097,0
79,12.679,32.379,4.882,14.17138089,20.00946343,0.0330163,0
32,32.096,110.255,10.657,52.42172197,69.17471158,0.0329363,0
23,48.859,55.824,31.775,12.37422511,118.0596341,0.0328715,0
24,43.74,57.643,30.242,13.70099883,102.682572,0.0328919,0
30,33.604,58.788,11.827,23.501089,73.38346716,0.0327873,0
79,12.798,33.171,6.298,14.02062325,20.27154897,0.0326693,0
80,12.638,31.572,5.509,13.46971273,19.91932546,0.0326403,0
79,12.691,29.392,4.488,12.69134762,20.03586087,0.0325492,0
79,12.663,32.19,5.489,13.81854675,19.97427782,0.0324496,0